region_id,centroid_x,centroid_y,Precipitation,Log Precipitation,Coal Deposits,Evaporites Deposits,Glacial Deposits,Latitude,Longitude,Abs Latitude,Squared Abs Latitude,Elevation,Sqrt Elevation,ASinh Elevation Sc50,ASinh Elevation Sc70,Dist to Shore,Sqrt Dist,ASinh Dist Sc50,ASinh Dist Sc70,Sin Angle Shore,Cos Angle Shore
636,50.15,110.00,0.72,-0.33,0.0,0.0,0.0,50.15,110.00,50.15,2514.86,391.53,19.79,2.76,2.42,1715.65,41.42,4.23,3.89,0.91,-0.42
637,56.60,110.00,0.86,-0.15,1.0,0.0,0.0,56.60,110.00,56.60,3203.77,686.52,26.20,3.31,2.98,1724.77,41.53,4.23,3.90,0.93,0.36
638,64.52,110.00,0.51,-0.66,0.0,0.0,0.0,64.52,110.00,64.52,4162.45,200.00,14.14,2.09,1.77,943.26,30.71,3.63,3.30,0.00,1.00
639,-44.49,114.00,0.97,-0.03,0.0,0.0,0.0,-44.49,114.00,44.49,1979.22,200.00,14.14,2.09,1.77,56.88,7.54,0.98,0.74,0.00,-1.00
640,-39.34,114.00,0.91,-0.10,0.0,0.0,0.0,-39.34,114.00,39.34,1547.64,200.00,14.14,2.09,1.77,314.68,17.74,2.54,2.21,-0.80,-0.60
641,-34.55,114.00,0.88,-0.13,0.0,0.0,0.0,-34.55,114.00,34.55,1193.73,200.00,14.14,2.09,1.77,368.72,19.20,2.70,2.36,-0.99,-0.16
642,-30.02,114.00,0.85,-0.16,0.0,0.0,0.0,-30.02,114.00,30.02,901.47,200.00,14.14,2.09,1.77,113.92,10.67,1.56,1.26,0.00,1.00
643,-5.74,114.00,4.05,1.40,1.0,0.0,0.0,-5.74,114.00,5.74,32.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.25
644,-1.91,114.00,2.40,0.87,1.0,0.0,0.0,-1.91,114.00,1.91,3.65,200.00,14.14,2.09,1.77,253.02,15.91,2.32,2.00,0.88,-0.48
645,1.91,114.00,2.71,1.00,0.0,0.0,0.0,1.91,114.00,1.91,3.65,581.99,24.12,3.15,2.81,111.57,10.56,1.54,1.25,-1.00,0.09
646,5.74,114.00,3.48,1.25,1.0,0.0,0.0,5.74,114.00,5.74,32.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.50,0.87
647,21.52,114.00,1.87,0.63,0.0,0.0,0.0,21.52,114.00,21.52,463.31,0.00,0.00,0.00,0.00,58.34,7.64,0.99,0.76,0.00,-1.00
648,25.70,114.00,1.17,0.15,0.0,0.0,0.0,25.70,114.00,25.70,660.40,200.00,14.14,2.09,1.77,427.02,20.66,2.84,2.51,0.72,-0.69
649,30.02,114.00,1.07,0.07,1.0,0.0,0.0,30.02,114.00,30.02,901.47,200.00,14.14,2.09,1.77,686.77,26.21,3.31,2.98,0.99,-0.14
650,34.55,114.00,1.24,0.22,0.0,0.0,0.0,34.55,114.00,34.55,1193.73,200.00,14.14,2.09,1.77,459.35,21.43,2.91,2.58,0.99,0.13
651,39.34,114.00,1.18,0.17,0.0,0.0,0.0,39.34,114.00,39.34,1547.64,999.12,31.61,3.69,3.35,654.88,25.59,3.27,2.93,0.70,-0.72
652,44.49,114.00,0.91,-0.09,0.0,0.0,0.0,44.49,114.00,44.49,1979.22,1033.00,32.14,3.72,3.39,1114.30,33.38,3.80,3.46,0.57,-0.82
653,-79.48,118.00,0.32,-1.15,0.0,0.0,0.0,-79.48,118.00,79.48,6317.11,200.00,14.14,2.09,1.77,1037.25,32.21,3.73,3.39,0.38,-0.92
654,-39.34,118.00,0.71,-0.34,0.0,0.0,0.0,-39.34,118.00,39.34,1547.64,200.00,14.14,2.09,1.77,267.03,16.34,2.38,2.05,0.96,-0.29
655,-34.55,118.00,0.96,-0.04,0.0,0.0,0.0,-34.55,118.00,34.55,1193.73,200.00,14.14,2.09,1.77,624.37,24.99,3.22,2.88,-0.16,0.99
656,-30.02,118.00,0.99,-0.01,0.0,0.0,0.0,-30.02,118.00,30.02,901.47,200.00,14.14,2.09,1.77,149.47,12.23,1.82,1.50,-0.65,0.76
657,-1.91,118.00,2.32,0.84,1.0,0.0,0.0,-1.91,118.00,1.91,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.04
658,1.91,118.00,2.16,0.77,1.0,0.0,0.0,1.91,118.00,1.91,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.67
659,5.74,118.00,3.31,1.20,1.0,0.0,0.0,5.74,118.00,5.74,32.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.60
660,25.70,118.00,1.20,0.18,1.0,0.0,0.0,25.70,118.00,25.70,660.40,200.00,14.14,2.09,1.77,126.98,11.27,1.66,1.36,0.79,-0.61
661,30.02,118.00,1.12,0.11,0.0,0.0,0.0,30.02,118.00,30.02,901.47,200.00,14.14,2.09,1.77,311.84,17.66,2.53,2.20,0.94,-0.35
662,34.55,118.00,1.14,0.13,1.0,0.0,0.0,34.55,118.00,34.55,1193.73,200.00,14.14,2.09,1.77,104.12,10.20,1.48,1.19,0.87,0.48
663,39.34,118.00,1.21,0.19,0.0,0.0,0.0,39.34,118.00,39.34,1547.64,200.00,14.14,2.09,1.77,455.63,21.35,2.91,2.57,0.59,-0.81
664,44.49,118.00,1.19,0.17,0.0,0.0,0.0,44.49,118.00,44.49,1979.22,200.00,14.14,2.09,1.77,892.45,29.87,3.58,3.24,0.86,-0.51
665,50.15,118.00,0.78,-0.25,0.0,0.0,0.0,50.15,118.00,50.15,2514.86,988.93,31.45,3.68,3.34,1238.81,35.20,3.90,3.57,0.73,-0.68
666,56.60,118.00,0.81,-0.21,0.0,0.0,0.0,56.60,118.00,56.60,3203.77,660.47,25.70,3.28,2.94,1265.79,35.58,3.92,3.59,0.96,0.27
667,64.52,118.00,0.45,-0.81,0.0,0.0,0.0,64.52,118.00,64.52,4162.45,200.00,14.14,2.09,1.77,982.93,31.35,3.67,3.34,-0.23,0.97
668,-79.48,122.00,0.37,-0.99,0.0,0.0,0.0,-79.48,122.00,79.48,6317.11,200.00,14.14,2.09,1.77,991.31,31.49,3.68,3.34,0.57,-0.82
669,-39.34,122.00,0.62,-0.47,0.0,0.0,0.0,-39.34,122.00,39.34,1547.64,200.00,14.14,2.09,1.77,73.38,8.57,1.18,0.92,0.00,-1.00
670,-34.55,122.00,1.04,0.04,0.0,0.0,0.0,-34.55,122.00,34.55,1193.73,200.00,14.14,2.09,1.77,502.71,22.42,3.00,2.67,0.17,-0.99
671,-30.02,122.00,1.12,0.11,0.0,0.0,0.0,-30.02,122.00,30.02,901.47,200.00,14.14,2.09,1.77,449.37,21.20,2.89,2.56,-0.87,0.49
672,-25.70,122.00,1.11,0.10,0.0,0.0,0.0,-25.70,122.00,25.70,660.40,200.00,14.14,2.09,1.77,126.98,11.27,1.66,1.36,-0.79,0.61
673,-1.91,122.00,2.33,0.85,1.0,0.0,0.0,-1.91,122.00,1.91,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.74
674,9.60,122.00,4.03,1.39,1.0,0.0,0.0,9.60,122.00,9.60,92.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,-0.20
675,17.47,122.00,2.89,1.06,1.0,0.0,0.0,17.47,122.00,17.47,305.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.91
676,30.02,122.00,1.05,0.05,1.0,0.0,0.0,30.02,122.00,30.02,901.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02
677,34.55,122.00,1.14,0.13,1.0,0.0,0.0,34.55,122.00,34.55,1193.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,-0.67
678,39.34,122.00,1.05,0.05,1.0,0.0,0.0,39.34,122.00,39.34,1547.64,789.44,28.10,3.45,3.12,274.49,16.57,2.40,2.08,0.32,-0.95
679,44.49,122.00,1.32,0.28,0.0,0.0,0.0,44.49,122.00,44.49,1979.22,200.00,14.14,2.09,1.77,624.63,24.99,3.22,2.88,0.81,-0.59
680,50.15,122.00,0.87,-0.14,0.0,0.0,0.0,50.15,122.00,50.15,2514.86,200.00,14.14,2.09,1.77,1053.68,32.46,3.74,3.41,0.55,-0.84
681,56.60,122.00,0.89,-0.12,0.0,0.0,0.0,56.60,122.00,56.60,3203.77,200.00,14.14,2.09,1.77,1030.13,32.10,3.72,3.38,0.96,0.27
682,64.52,122.00,0.51,-0.68,0.0,0.0,0.0,64.52,122.00,64.52,4162.45,535.17,23.13,3.07,2.73,1038.33,32.22,3.73,3.39,-0.34,0.94
683,-34.55,126.00,1.00,-0.00,0.0,0.0,0.0,-34.55,126.00,34.55,1193.73,200.00,14.14,2.09,1.77,494.77,22.24,2.99,2.65,0.00,-1.00
684,-30.02,126.00,1.13,0.12,0.0,0.0,0.0,-30.02,126.00,30.02,901.47,200.00,14.14,2.09,1.77,744.97,27.29,3.40,3.06,-0.68,0.74
685,-25.70,126.00,1.21,0.19,0.0,0.0,0.0,-25.70,126.00,25.70,660.40,200.00,14.14,2.09,1.77,300.02,17.32,2.49,2.16,0.00,1.00
686,44.49,126.00,1.42,0.35,1.0,0.0,0.0,44.49,126.00,44.49,1979.22,200.00,14.14,2.09,1.77,368.20,19.19,2.69,2.36,0.67,-0.74
687,-79.48,130.00,0.47,-0.75,0.0,0.0,0.0,-79.48,130.00,79.48,6317.11,200.00,14.14,2.09,1.77,898.44,29.97,3.58,3.25,0.57,-0.82
688,-39.34,130.00,0.71,-0.34,0.0,0.0,0.0,-39.34,130.00,39.34,1547.64,200.00,14.14,2.09,1.77,73.38,8.57,1.18,0.92,0.00,-1.00
689,-34.55,130.00,0.86,-0.15,0.0,0.0,0.0,-34.55,130.00,34.55,1193.73,200.00,14.14,2.09,1.77,562.22,23.71,3.11,2.78,-0.46,-0.89
690,-30.02,130.00,1.12,0.11,0.0,0.0,0.0,-30.02,130.00,30.02,901.47,200.00,14.14,2.09,1.77,836.07,28.91,3.51,3.18,-0.37,0.93
691,-25.70,130.00,1.21,0.19,0.0,0.0,0.0,-25.70,130.00,25.70,660.40,200.00,14.14,2.09,1.77,427.02,20.66,2.84,2.51,-0.72,0.69
692,-21.52,130.00,1.36,0.31,0.0,0.0,0.0,-21.52,130.00,21.52,463.31,200.00,14.14,2.09,1.77,169.54,13.02,1.94,1.62,0.00,1.00
693,-13.50,130.00,2.14,0.76,1.0,0.0,0.0,-13.50,130.00,13.50,182.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.09
694,-1.91,130.00,2.11,0.75,1.0,0.0,0.0,-1.91,130.00,1.91,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,-0.89
695,1.91,130.00,1.50,0.40,0.0,0.0,0.0,1.91,130.00,1.91,3.65,404.51,20.11,2.79,2.45,121.06,11.00,1.62,1.32,0.00,1.00
696,5.74,130.00,3.08,1.13,1.0,0.0,0.0,5.74,130.00,5.74,32.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
697,9.60,130.00,4.02,1.39,1.0,0.0,0.0,9.60,130.00,9.60,92.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
698,34.55,130.00,1.38,0.32,1.0,0.0,0.0,34.55,130.00,34.55,1193.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
699,39.34,130.00,1.49,0.40,1.0,0.0,0.0,39.34,130.00,39.34,1547.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,-0.60
700,44.49,130.00,1.10,0.09,1.0,0.0,0.0,44.49,130.00,44.49,1979.22,968.40,31.12,3.66,3.32,276.70,16.63,2.41,2.08,0.00,-1.00
701,50.15,130.00,0.99,-0.01,1.0,0.0,0.0,50.15,130.00,50.15,2514.86,509.31,22.57,3.02,2.68,570.88,23.89,3.13,2.80,1.00,0.02
702,56.60,130.00,0.99,-0.01,1.0,0.0,0.0,56.60,130.00,56.60,3203.77,582.76,24.14,3.15,2.82,549.35,23.44,3.09,2.76,0.99,0.15
703,64.52,130.00,0.59,-0.53,1.0,0.0,0.0,64.52,130.00,64.52,4162.45,458.19,21.41,2.91,2.58,773.47,27.81,3.43,3.10,0.67,-0.75
704,-44.49,134.00,0.88,-0.13,0.0,0.0,0.0,-44.49,134.00,44.49,1979.22,200.00,14.14,2.09,1.77,56.88,7.54,0.98,0.74,0.00,-1.00
705,-39.34,134.00,0.75,-0.29,0.0,0.0,0.0,-39.34,134.00,39.34,1547.64,200.00,14.14,2.09,1.77,340.46,18.45,2.62,2.29,-0.49,-0.87
706,-34.55,134.00,0.81,-0.22,0.0,1.0,0.0,-34.55,134.00,34.55,1193.73,200.00,14.14,2.09,1.77,701.56,26.49,3.34,3.00,-0.49,-0.87
707,-30.02,134.00,1.09,0.08,0.0,0.0,0.0,-30.02,134.00,30.02,901.47,200.00,14.14,2.09,1.77,698.54,26.43,3.33,3.00,0.29,0.96
708,-25.70,134.00,1.15,0.14,0.0,0.0,0.0,-25.70,134.00,25.70,660.40,200.00,14.14,2.09,1.77,276.36,16.62,2.41,2.08,0.74,0.68
709,-21.52,134.00,1.26,0.23,0.0,0.0,0.0,-21.52,134.00,21.52,463.31,200.00,14.14,2.09,1.77,118.92,10.91,1.60,1.30,-0.87,0.49
710,1.91,134.00,1.38,0.32,0.0,0.0,0.0,1.91,134.00,1.91,3.65,519.13,22.78,3.04,2.70,101.33,10.07,1.46,1.17,0.00,-1.00
711,5.74,134.00,3.14,1.15,1.0,0.0,0.0,5.74,134.00,5.74,32.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
712,39.34,134.00,1.69,0.52,1.0,0.0,0.0,39.34,134.00,39.34,1547.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,-0.93
713,44.49,134.00,1.32,0.28,1.0,0.0,0.0,44.49,134.00,44.49,1979.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-1.00
714,-79.48,138.00,0.39,-0.94,0.0,0.0,0.0,-79.48,138.00,79.48,6317.11,200.00,14.14,2.09,1.77,807.00,28.41,3.48,3.14,0.55,-0.83
715,-44.49,138.00,0.93,-0.08,0.0,0.0,0.0,-44.49,138.00,44.49,1979.22,200.00,14.14,2.09,1.77,56.88,7.54,0.98,0.74,0.00,-1.00
716,-39.34,138.00,0.81,-0.21,0.0,0.0,0.0,-39.34,138.00,39.34,1547.64,200.00,14.14,2.09,1.77,389.17,19.73,2.75,2.42,0.64,-0.77
717,-34.55,138.00,0.93,-0.08,0.0,0.0,0.0,-34.55,138.00,34.55,1193.73,200.00,14.14,2.09,1.77,868.60,29.47,3.55,3.21,0.29,-0.96
718,-30.02,138.00,1.14,0.13,0.0,0.0,0.0,-30.02,138.00,30.02,901.47,200.00,14.14,2.09,1.77,567.33,23.82,3.12,2.79,0.18,0.98
719,-25.70,138.00,1.08,0.08,0.0,0.0,0.0,-25.70,138.00,25.70,660.40,200.00,14.14,2.09,1.77,126.98,11.27,1.66,1.36,0.79,0.61
720,-13.50,138.00,2.27,0.82,0.0,0.0,0.0,-13.50,138.00,13.50,182.29,3.28,1.81,0.07,0.05,55.76,7.47,0.96,0.73,0.00,1.00
721,5.74,138.00,3.14,1.14,1.0,0.0,0.0,5.74,138.00,5.74,32.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.56
722,39.34,138.00,1.66,0.51,1.0,0.0,0.0,39.34,138.00,39.34,1547.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.51,0.86
723,44.49,138.00,1.46,0.38,1.0,0.0,0.0,44.49,138.00,44.49,1979.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.83,0.56
724,50.15,138.00,1.15,0.14,1.0,0.0,0.0,50.15,138.00,50.15,2514.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.22
725,56.60,138.00,0.97,-0.03,0.0,0.0,0.0,56.60,138.00,56.60,3203.77,200.00,14.14,2.09,1.77,75.28,8.68,1.20,0.93,0.80,0.59
726,64.52,138.00,1.03,0.03,1.0,0.0,0.0,64.52,138.00,64.52,4162.45,422.19,20.55,2.83,2.50,615.70,24.81,3.21,2.87,0.09,-1.00
727,-79.48,142.00,0.38,-0.96,0.0,0.0,0.0,-79.48,142.00,79.48,6317.11,523.48,22.88,3.04,2.71,741.32,27.23,3.39,3.06,0.92,-0.39
728,-39.34,142.00,1.02,0.02,1.0,0.0,0.0,-39.34,142.00,39.34,1547.64,200.00,14.14,2.09,1.77,307.55,17.54,2.52,2.19,-0.27,-0.96
729,-34.55,142.00,1.12,0.11,0.0,0.0,0.0,-34.55,142.00,34.55,1193.73,200.00,14.14,2.09,1.77,829.74,28.81,3.50,3.17,0.81,0.58
730,-30.02,142.00,1.12,0.11,1.0,0.0,0.0,-30.02,142.00,30.02,901.47,200.00,14.14,2.09,1.77,515.54,22.71,3.03,2.69,0.77,0.64
731,-25.70,142.00,1.19,0.18,0.0,0.0,0.0,-25.70,142.00,25.70,660.40,200.00,14.14,2.09,1.77,276.36,16.62,2.41,2.08,0.74,0.68
732,-13.50,142.00,2.87,1.05,1.0,0.0,0.0,-13.50,142.00,13.50,182.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.84
733,39.34,142.00,1.78,0.58,1.0,0.0,0.0,39.34,142.00,39.34,1547.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.48
734,44.49,142.00,1.85,0.61,1.0,0.0,1.0,44.49,142.00,44.49,1979.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.20
735,50.15,142.00,1.21,0.19,1.0,0.0,0.0,50.15,142.00,50.15,2514.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01
736,56.60,142.00,0.90,-0.10,1.0,0.0,1.0,56.60,142.00,56.60,3203.77,0.00,0.00,0.00,0.00,66.92,8.18,1.10,0.85,-0.00,-1.00
737,64.52,142.00,0.87,-0.14,0.0,0.0,0.0,64.52,142.00,64.52,4162.45,378.98,19.47,2.72,2.39,615.70,24.81,3.21,2.87,-0.09,-1.00
738,-44.49,146.00,1.24,0.21,1.0,0.0,0.0,-44.49,146.00,44.49,1979.22,200.00,14.14,2.09,1.77,245.05,15.65,2.29,1.97,-0.98,0.20
739,-39.34,146.00,1.17,0.16,0.0,0.0,0.0,-39.34,146.00,39.34,1547.64,200.00,14.14,2.09,1.77,478.12,21.87,2.95,2.62,-0.51,-0.86
740,-34.55,146.00,1.16,0.15,0.0,0.0,0.0,-34.55,146.00,34.55,1193.73,200.00,14.14,2.09,1.77,544.39,23.33,3.08,2.75,0.87,0.50
741,-30.02,146.00,1.21,0.19,0.0,0.0,0.0,-30.02,146.00,30.02,901.47,200.00,14.14,2.09,1.77,245.22,15.66,2.29,1.97,0.40,0.92
742,-13.50,146.00,3.09,1.13,1.0,0.0,0.0,-13.50,146.00,13.50,182.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.79
743,-9.60,146.00,4.05,1.40,1.0,0.0,0.0,-9.60,146.00,9.60,92.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.96
744,9.60,146.00,3.75,1.32,1.0,0.0,0.0,9.60,146.00,9.60,92.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.47
745,-79.48,150.00,0.30,-1.19,0.0,0.0,0.0,-79.48,150.00,79.48,6317.11,1700.00,41.23,4.22,3.88,590.25,24.30,3.16,2.83,0.94,-0.35
746,-44.49,150.00,0.77,-0.26,0.0,0.0,0.0,-44.49,150.00,44.49,1979.22,200.00,14.14,2.09,1.77,97.33,9.87,1.42,1.13,0.81,-0.59
747,-39.34,150.00,1.30,0.26,1.0,0.0,0.0,-39.34,150.00,39.34,1547.64,200.00,14.14,2.09,1.77,314.68,17.74,2.54,2.21,0.80,-0.60
748,-34.55,150.00,1.37,0.32,0.0,0.0,0.0,-34.55,150.00,34.55,1193.73,200.00,14.14,2.09,1.77,252.76,15.90,2.32,2.00,0.74,0.67
749,64.52,150.00,0.94,-0.06,0.0,0.0,0.0,64.52,150.00,64.52,4162.45,200.00,14.14,2.09,1.77,466.29,21.59,2.93,2.60,0.58,-0.82
750,-79.48,158.00,0.72,-0.34,0.0,0.0,0.0,-79.48,158.00,79.48,6317.11,682.35,26.12,3.31,2.97,436.83,20.90,2.86,2.53,0.95,-0.31
751,-1.91,158.00,1.04,0.04,1.0,0.0,0.0,-1.91,158.00,1.91,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.87
752,56.60,158.00,1.35,0.30,1.0,0.0,1.0,56.60,158.00,56.60,3203.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,-0.80
753,64.52,158.00,0.91,-0.09,0.0,0.0,0.0,64.52,158.00,64.52,4162.45,749.72,27.38,3.40,3.07,284.31,16.86,2.44,2.11,0.18,-0.98
754,-79.48,162.00,0.83,-0.19,0.0,0.0,0.0,-79.48,162.00,79.48,6317.11,570.00,23.87,3.13,2.79,359.64,18.96,2.67,2.34,0.95,-0.31
755,-1.91,162.00,0.94,-0.06,1.0,0.0,0.0,-1.91,162.00,1.91,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.79
756,64.52,162.00,1.06,0.06,0.0,0.0,0.0,64.52,162.00,64.52,4162.45,1149.70,33.91,3.83,3.49,284.31,16.86,2.44,2.11,-0.18,-0.98
757,-79.48,170.00,0.50,-0.68,0.0,0.0,0.0,-79.48,170.00,79.48,6317.11,200.00,14.14,2.09,1.77,206.02,14.35,2.12,1.80,0.93,-0.36
758,-9.60,170.00,3.97,1.38,1.0,0.0,0.0,-9.60,170.00,9.60,92.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,0.89
759,-44.49,174.00,1.15,0.14,1.0,0.0,0.0,-44.49,174.00,44.49,1979.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.87,0.49
760,-79.48,178.00,0.46,-0.77,0.0,0.0,0.0,-79.48,178.00,79.48,6317.11,200.00,14.14,2.09,1.77,70.06,8.37,1.14,0.88,0.55,-0.83
761,-50.15,178.00,1.23,0.21,0.0,0.0,0.0,-50.15,178.00,50.15,2514.86,590.01,24.29,3.16,2.83,94.70,9.73,1.40,1.11,0.00,-1.00
762,-44.49,178.00,1.28,0.25,1.0,0.0,0.0,-44.49,178.00,44.49,1979.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.83,-0.56
763,-39.34,178.00,1.26,0.23,1.0,0.0,0.0,-39.34,178.00,39.34,1547.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.41,0.91
764,-21.52,178.00,2.03,0.71,0.0,0.0,0.0,-21.52,178.00,21.52,463.31,0.00,0.00,0.00,0.00,58.34,7.64,0.99,0.76,0.00,1.00
